Date,Rise,Open,High,Low,Close,Adj Close,CloseHighLowCompare,Volume,VolumeCompare,RSV,Kvalue,Dvalue,Kdcross,DIF,MACD,MACDcross,RSI5,RSIcross,RSI11,BIAS
2000/8/1,1,143.625,144.71875,143.125,143.875,98.808632,0,3946600,-1,25.90051458,18.04869886,20.12467321,0,0.46356812,1.000157363,0,8.152173913,31.20057513,1,-0.800234304
2000/8/2,1,143.875,145.40625,143.625,144.59375,99.302254,0,7439800,0,37.38140417,24.49293396,21.58076013,1,0.179363435,0.92419787,0,14.1025641,30.53892216,1,-0.798878553
2000/8/3,1,142.875,145.8125,142.625,145.59375,99.98896,1,4607100,0,55.53191489,34.83926094,26.0002604,1,-0.21489938,0.774679323,0,20.54794521,38.29787234,0,-0.797549211
2000/8/4,1,146.3125,146.71875,145.40625,146.375,100.525581,1,3686600,0,76.79012346,48.82288178,33.60780086,1,-0.593748611,0.590263114,0,100,35.26011561,-1,-0.797667387
2000/8/7,1,146.71875,148.4375,146.375,148.125,101.727417,1,4159800,0,95.48532731,64.37703029,43.86421067,1,-0.795710602,0.369809308,0,100,37.82559456,-1,-0.796688685
2000/8/8,1,147.5,148.8125,147.5,148.6875,102.11367,1,3658700,0,98.2869379,75.68033283,54.46958472,1,-0.846082926,0.127277738,0,100,34.20467186,-1,-0.797255838
2000/8/9,0,149.140625,149.21875,147.375,147.4375,101.255249,-1,5383800,0,76.87626775,76.0789778,61.67271575,0,-1.071916463,-0.122597378,-1,44.1025641,31.79116051,-1,-0.799736831
2000/8/10,0,147.53125,147.859375,146.28125,146.71875,100.761681,-1,4193400,0,65.06550218,72.40781926,65.25108359,0,-1.229529759,-0.376689884,-1,41.31227217,30.89675961,-1,-0.801017165
2000/8/11,1,146.625,148,145.5625,147.40625,101.233765,0,5089400,0,72.51184834,72.44249562,67.64822093,0,-1.316745676,-0.602855762,-1,47.21311475,41.66666667,0,-0.800363975
2000/8/14,1,147.78125,149.5625,147.0625,149.28125,102.521469,1,2966700,0,95.94594595,80.27697906,71.85780698,0,-1.392290083,-0.809062229,-1,47.89644013,46.15384615,0,-0.798140714
2000/8/15,0,149.34375,149.8125,148.5625,149.15625,102.435631,0,5564600,0,90.86956522,83.80784111,75.84115169,0,-1.223220972,-0.964904941,-1,55.86734694,57.04150408,1,-0.7984375
2000/8/16,0,149.3125,149.9375,147.84375,148.625,102.070786,0,5191600,0,71.03448276,79.550055,77.07745279,0,-0.995968519,-1.051690401,0,66.97247706,60.08583691,-1,-0.79947719
2000/8/17,1,148.6875,150.4375,148.34375,150.1875,103.143867,1,5652200,0,94.87179487,84.65730162,79.60406907,0,-0.639544111,-1.05677879,0,74.23312883,55.86440678,-1,-0.79831298
2000/8/18,0,150.375,150.375,149.21875,149.6875,102.800468,0,4626400,0,84.61538462,84.64332929,81.28382247,0,-0.169166472,-0.987162776,0,74.22680412,60.98654709,-1,-0.79959836
2000/8/21,1,150.03125,150.71875,149.40625,150.5,103.358528,1,2380600,-1,95.75757576,88.34807811,83.63857435,0,0.216923491,-0.869050952,0,65.39792388,57.14285714,-1,-0.798838812
2000/8/22,0,150.5625,151.3125,150.09375,150.25,103.186806,0,3075300,0,81.52173913,86.07263178,84.44992683,0,0.628470796,-0.680119034,0,63.63636364,59.21625544,-1,-0.799466133
2000/8/23,1,149.8125,151.28125,149.28125,150.84375,103.594551,0,5483200,0,91.84782609,87.99769655,85.63251674,0,1.040268556,-0.427919221,0,66.66666667,66.2745098,0,-0.7992681
2000/8/24,1,151.15625,151.5,150.5,151.3125,103.916428,1,4529000,0,95.77464789,90.59001366,87.28501571,0,1.368529926,-0.129555265,0,52.47524752,65.90909091,1,-0.798945314
2000/8/25,1,151.15625,151.625,150.9375,151.25,103.87355,0,2822200,0,90.08264463,90.42089065,88.33030736,0,1.593250583,0.202171475,1,58.33333333,62.80991736,1,-0.799444744
2000/8/28,1,151.25,152.90625,151.25,151.765625,104.227646,1,5518700,0,77.4691358,86.10363904,87.58808458,0,1.710076361,0.528093401,1,58.97435897,57.24465558,-1,-0.799098186
2000/8/29,1,151.4375,151.875,150.90625,151.796875,104.249107,0,3561900,0,75.68493151,82.63073653,85.93563523,0,1.96789163,0.857411195,1,100,51.1627907,-1,-0.799467448
2000/8/30,0,151.3125,151.5,150.34375,150.34375,103.251175,-1,3964800,0,30.50847458,65.25664921,79.04263989,0,2.154196778,1.16782685,1,22.5,47.31182796,1,-0.801255835
2000/8/31,1,151.0625,153.09375,150.90625,152.34375,104.624657,1,4863100,0,80.32786885,70.28038909,76.12188962,0,2.224002935,1.433734562,1,36.73469388,45.95588235,1,-0.798886139
2000/9/1,0,153.25,153.59375,152,152.5,104.732025,0,3191200,0,74.63768116,71.73281978,74.65886634,0,2.375759491,1.673605228,0,45.54455446,45.18072289,-1,-0.799011532
2000/9/5,0,151.875,152.203125,150.8125,151.28125,103.89502,-1,3470800,0,46.37681159,63.28081705,70.86618325,0,2.413291759,1.871918669,0,51.55482815,46.61016949,-1,-0.800490428
2000/9/6,0,151.1875,151.953125,149.53125,149.5625,102.714699,-1,4322200,0,0.769230769,42.44362162,61.39199604,0,2.313354167,2.013372626,0,56.55172414,36.78929766,-1,-0.802174183
2000/9/7,1,150.25,151.078125,149.828125,150.84375,103.594551,0,4265500,0,32.30769231,39.06497852,53.94965687,0,2.007399389,2.084358121,0,48.64864865,33.68421053,-1,-0.800611343
2000/9/8,0,150.28125,150.5,149.328125,149.8125,102.886337,-1,3518200,0,11.35531136,29.8284228,45.90924551,0,1.828773194,2.1105273,0,40.86021505,39.22413793,-1,-0.801309682
2000/9/11,0,149.75,151.1875,148.6875,149.59375,102.736076,0,3937500,0,18.47133758,26.04272772,39.28707291,0,1.541188083,2.091761936,0,45.50898204,47.48201439,1,-0.80083212
2000/9/12,0,149.75,150.25,148.4375,148.5,101.984947,-1,4769100,0,1.212121212,17.76585889,32.11333491,0,1.300504426,2.017607802,0,40.42553191,47.2838923,1,-0.801553495
2000/9/13,1,148,149.34375,147.65625,148.890625,102.253166,0,7691600,1,20.78947368,18.77373049,27.6668001,0,0.993986204,1.888695516,0,54.28571429,52.61146497,-1,-0.800852682
2000/9/14,0,149.875,149.9375,148.15625,149.640625,102.768257,1,3397100,0,33.42105263,23.6561712,26.3299238,0,0.721578185,1.721759433,0,62.80991736,55.96205962,-1,-0.79952692
2000/9/15,0,148.1875,148.25,146,146,100.51992,-1,4085700,0,0,15.7707808,22.81020947,0,0.570016259,1.521121296,0,48.20295983,44.9704142,-1,-0.803400101
2000/9/18,0,146.375,146.96875,144.203125,144.65625,99.594757,-1,5109300,0,5.846774194,12.4627786,19.36106584,0,0.100626241,1.264158461,0,39.79057592,41.89636163,1,-0.803905787
2000/9/19,1,145.125,146.3125,144.703125,145.96875,100.498428,0,6588200,0,25.27964206,16.73506642,18.4857327,0,-0.335766389,0.969811733,0,38.58632677,41.55378486,1,-0.801445271
2000/9/20,0,145.6875,146.03125,143.15625,144.890625,99.756149,0,6508100,0,21.59533074,18.35515453,18.44220664,0,-0.598220981,0.680298358,0,40.60150376,44.36410038,1,-0.801833568
2000/9/21,0,144.46875,145.5625,142.625,142.6875,98.239311,-1,5972300,0,0.729927007,12.48007869,16.45483066,0,-1.088957556,0.356106052,0,34.23137876,44.66800805,1,-0.802973095
2000/9/22,1,142.625,145.3125,142.421875,145.28125,100.025047,0,7791300,0,36.52694611,20.49570116,17.80178749,1,-1.618749713,0.005001853,0,54.99181669,55.76977601,1,-0.799192277
2000/9/25,0,145.9375,146.0625,143.71875,144.25,99.315033,0,9726300,0,24.32432432,21.77190888,19.12516129,1,-1.859099528,-0.346065253,-1,55.17241379,51.47867051,-1,-0.800505651
2000/9/26,0,144.375,145,142.40625,142.40625,98.045624,-1,5302400,0,0,14.51460592,17.5883095,-1,-2.097842639,-0.689601791,-1,63.02131603,49.6842637,-1,-0.802080393
2000/9/27,0,143.5625,143.96875,142.125,143.15625,98.562042,0,7186200,0,16.83673469,15.28864885,16.82175595,-1,-2.474417407,-1.044712413,-1,64.51612903,56.49432535,-1,-0.800557273
2000/9/28,1,143.1875,146.328125,142.890625,145,99.831436,1,7036400,0,59.35483871,29.9773788,21.20696357,1,-2.704737333,-1.408573923,-1,62.26415094,54.02951192,-1,-0.79863733
2000/9/29,0,145.46875,145.96875,143.625,143.625,98.884758,0,9333600,0,35.68773234,31.88082998,24.76491904,1,-2.754135806,-1.725769706,-1,55.10688836,54.85134824,-1,-0.800086994
2000/10/2,0,144.28125,144.90625,143.140625,143.84375,99.035324,0,5517800,0,40.89219331,34.88461776,28.13815194,1,-2.893038583,-2.009911061,0,60.89238845,58.14805766,0,-0.799669234
2000/10/3,0,144.53125,145.75,142.28125,142.5,98.110222,-1,9347200,0,8.921933086,26.23038953,27.50223114,-1,-3.003938287,-2.277212984,0,60.57441253,62.00542005,1,-0.80156658
2000/10/4,1,142.875,144.25,141.75,143.6875,98.927795,0,6148900,0,42.32081911,31.59386606,28.86610945,1,-3.18499875,-2.51010645,0,47.72727273,54.81927711,1,-0.800060878
2000/10/5,1,143.40625,144.84375,143.3125,144.1875,99.272034,0,4566900,-1,53.24232082,38.81001765,32.18074551,1,-3.121355306,-2.677062627,0,35.66433566,52.05724508,1,-0.799138044
2000/10/6,0,143.875,144.640625,139.75,141.0625,97.120514,-1,10014900,1,19.95249406,32.52417645,32.29522249,1,-2.86623175,-2.788966207,0,31.16089613,41.53511159,1,-0.802787365
2000/10/9,0,141.3125,141.3125,139.375,140,96.388992,0,4508000,-1,8.988764045,24.67903898,29.75649466,-1,-2.943862963,-2.882968465,0,27.97074954,42.36535258,1,-0.803215321
2000/10/10,0,140.09375,141.25,137.6875,137.6875,94.796837,-1,6104700,0,0,16.45269265,25.32189399,-1,-2.974321407,-2.938513354,0,26.79509632,41.39989148,0,-0.805147709
2000/10/11,0,137.625,138.625,135.125,136.53125,94.000771,-1,10346000,1,12.96829971,15.29122834,21.97833877,-1,-2.918064722,-2.962216397,0,29.06976744,39.96856993,0,-0.80480722
2000/10/12,0,137.28125,137.59375,132.78125,133.125,91.655579,-1,12336900,1,2.65060241,11.07768636,18.34478797,-1,-3.006991806,-2.990311508,0,0,28.37273992,0,-0.806618548
2000/10/13,1,132.9375,137.65625,132.875,137.5625,94.710785,0,11778800,0,36.86746988,19.67428087,18.78795227,-1,-3.265947741,-3.031745859,0,67.34926052,50.45273452,-1,-0.799151344
2000/10/16,1,137.40625,138.234375,136.6875,138.1875,95.141068,1,5659000,-1,44.81865285,28.0557382,21.87721424,0,-3.10517663,-3.042994564,0,51.4370664,43.18766067,-1,-0.797703463
2000/10/17,0,138.4375,138.5625,134.40625,134.75,92.774368,-1,7831700,0,16.32124352,24.14423997,22.63288949,0,-2.932094046,-3.014894041,0,47.57103575,40.433213,-1,-0.801883758
2000/10/18,1,132.625,136.125,130.15625,134.25,92.430115,-1,10897300,0,28.26321467,25.51723154,23.59433684,0,-3.192462148,-3.022794801,0,37.40648379,43.10344828,1,-0.801954638
2000/10/19,1,136.84375,139.453125,136.4375,139.3125,95.915581,1,8767300,0,82.07282913,44.3690974,30.51925703,0,-3.463339944,-3.089140156,0,39.17525773,47.94952681,1,-0.796345363
2000/10/20,1,138.375,141.1875,138.375,139.90625,96.32444,1,7373500,0,87.88732394,58.87517292,39.97122899,0,-3.175260972,-3.114851046,0,30.28064993,46.56992084,1,-0.796175734
2000/10/23,1,139.9375,141.03125,138.9375,140.53125,96.754738,0,5290000,-1,94.0509915,70.60044578,50.18096792,0,-3.025737,-3.12056389,0,29.65722802,40.58919804,1,-0.795961887
2000/10/24,0,140.96875,141.9375,139,139.59375,96.109245,0,5750700,0,80.1061008,73.76899745,58.04364443,0,-2.892134389,-3.117682742,0,53.06666667,42.90657439,-1,-0.798738455
2000/10/25,0,138.75,139.5625,136.125,136.3125,93.850166,-1,9137600,0,52.25464191,66.5975456,60.89494482,0,-2.957683639,-3.112204057,0,44.54545455,39.93558776,-1,-0.804051929
2000/10/26,0,137.125,137.65625,134.03125,136.6875,94.108337,0,9345800,0,55.43766578,62.87758566,61.5558251,0,-3.16080725,-3.10052178,0,42.85714286,49.40239044,1,-0.802768634
2000/10/27,1,137.875,139.28125,136.625,139.28125,95.894104,1,9762900,0,77.4535809,67.73625074,63.61596698,0,-3.142472389,-3.104665753,0,41.37931034,41.38461538,1,-0.798844609
2000/10/30,1,138.4375,141.09375,138.15625,140.53125,96.754738,1,10154100,0,88.06366048,74.51205399,67.24799598,0,-2.783453509,-3.088150138,0,55.26315789,44.94219653,-1,-0.79703931
2000/10/31,1,141.015625,143.6875,140.0625,142.953125,98.422195,1,7752400,0,92.39482201,80.47297666,71.65632288,0,-2.345266352,-2.994017272,0,55.76923077,54.03186866,-1,-0.794538391
2000/11/1,1,142.25,143.25,141.21875,142.46875,98.088684,0,6753600,0,87.37864078,82.7748647,75.36250348,0,-1.557617194,-2.782270299,0,76.37130802,50.82644628,-1,-0.797030474
2000/11/2,0,143.15625,143.90625,142.515625,142.703125,98.250046,0,11395100,0,87.8164557,84.45539503,78.39346733,0,-1.069948028,-2.548346639,0,75.73221757,52.44865719,-1,-0.798424119
2000/11/3,0,143.46875,143.75,142.375,142.78125,98.303818,0,5187100,-1,88.60759494,85.83946167,80.87546544,0,-0.674447093,-2.287092205,0,71.29750983,53.69127517,-1,-0.799305983
2000/11/6,1,143.15625,144.296875,143.03125,143.78125,98.992332,1,4042500,-1,94.97716895,88.88536409,83.54543166,0,-0.162843843,-1.9838377,0,61.91304348,53.81526104,0,-0.798819414
2000/11/7,1,143.140625,144,142.5625,143.75,98.970833,0,5231300,0,94.67275495,90.81449438,85.96845257,0,0.619087741,-1.586418657,0,45.92592593,53.35753176,1,-0.799087157
2000/11/8,0,144.0625,144.0625,140.5625,140.5625,96.776253,-1,6123300,0,51.32382892,77.65093923,83.19594812,-1,0.971039824,-1.127324538,0,28.5198556,47.49596123,1,-0.803017364
2000/11/9,1,140,141.21875,137.25,140.03125,96.410507,-1,10635300,1,39.46784922,64.92324256,77.10504627,-1,1.048497083,-0.661661263,0,16.77018634,38.99647887,1,-0.803024309
2000/11/10,0,139,139.46875,136.53125,136.625,94.065292,-1,8569500,0,1.207243461,43.68457619,65.96488957,-1,1.028145065,-0.238150311,0,12.55813953,34.38869946,1,-0.806136928
2000/11/13,0,135.625,136.984375,133.015625,135.5625,93.333786,-1,17285300,1,22.57617729,36.64844322,56.19274079,-1,0.917787907,0.124411274,1,13.92978482,32.58928571,1,-0.805374849
2000/11/14,1,137.46875,139.625,137,139.125,95.786568,1,7668900,0,54.15512465,42.4840037,51.62316176,-1,0.988873898,0.407354728,1,29.88929889,30.73394495,0,-0.798925071
2000/11/15,1,139.0625,140.109375,137.75,139.5625,96.08773,0,8837700,0,58.033241,47.6670828,50.30446877,0,1.46485763,0.688999801,1,37.43315508,32.58928571,-1,-0.798000814
2000/11/16,0,138.578125,139.875,137.3125,137.375,94.581665,-1,6684100,0,38.64265928,44.65894163,48.42262639,0,1.572488204,0.938659279,1,47.04545455,30.41666667,-1,-0.800399564
2000/11/17,0,137.3125,139,135.75,136.640625,94.076088,-1,6551100,0,32.81471004,40.71086443,45.85203907,0,1.374094333,1.109430187,1,62.53776435,30.45897079,-1,-0.801471089
2000/11/20,0,135.75,136.375,134.3125,134.6875,92.731361,-1,5458500,0,15.13437058,32.18536648,41.29648154,0,0.930426194,1.144023349,0,52.40506329,32.0980275,-1,-0.804059737
2000/11/21,1,134.875,136.1875,133.515625,135.375,93.204704,0,7684300,0,28.76190476,31.04421257,37.87905855,0,0.27331925,1.066498841,0,33.8028169,31.23486683,-1,-0.801979293
2000/11/22,0,134.34375,134.875,132.125,132.140625,90.977859,-1,5736900,0,0.195694716,20.76137329,32.17316346,0,-0.219323056,0.925629936,0,28.00875274,34.72409152,1,-0.804588937
2000/11/24,1,133.625,134.96875,133.625,134.84375,92.838913,0,3411600,-1,34.05088063,25.19120907,29.84584533,0,-0.877355148,0.71390769,0,39.56834532,43.40723454,1,-0.799842286
2000/11/27,0,136.46875,136.6875,135.3125,136.03125,93.656494,1,5992000,0,48.92367906,33.1020324,30.93124102,1,-1.372821481,0.459395536,0,41.04477612,50.75034106,1,-0.797896789
2000/11/28,0,135.125,136.59375,133.640625,133.6875,92.04287,-1,5336100,0,19.56947162,28.59117881,30.15122028,-1,-1.891359426,0.139369611,0,38.73239437,45.31059683,1,-0.801083393
2000/11/29,0,134.375,135.90625,133.265625,133.4375,91.870743,-1,6914100,0,16.93548387,24.70594716,28.33612924,-1,-2.324190926,-0.281635784,-1,49.28909953,39.4287981,-1,-0.800881345
2000/11/30,0,132.5,133.5,129.75,132.28125,91.074677,-1,11201600,1,27.36486486,25.59225306,27.42150385,-1,-2.529804685,-0.737446105,-1,61.66007905,45.69055036,-1,-0.802648142
2000/12/1,0,133.1875,134.0625,131,132.21875,91.031639,0,7587200,0,35.58558559,28.9233639,27.92212387,1,-2.72719688,-1.193145129,-1,0,46.41350211,1,-0.801965832
2000/12/4,1,131.875,133.875,131.5,133.34375,91.806152,0,6996600,0,51.8018018,36.54950987,30.7979192,1,-2.63157163,-1.588922665,-1,62.25165563,50.58448459,-1,-0.799473659
2000/12/5,1,134.875,138.25,134.40625,137.71875,94.818336,1,8883400,0,93.75,55.61633991,39.07072611,1,-2.845302481,-1.93543619,-1,75.27272727,59.32377049,-1,-0.794142377
2000/12/6,0,137.78125,138.34375,135.03125,135.515625,93.301514,0,12888000,1,67.09090909,59.44119631,45.86088284,1,-2.791139491,-2.221193572,0,65.19685039,60.38011696,-1,-0.798062819
2000/12/7,0,134.875,135.875,133.65625,133.65625,92.021317,-1,6529100,0,45.45454545,54.77897936,48.83358168,1,-2.886472537,-2.444428837,0,59.22746781,63.29501916,1,-0.801240793
2000/12/8,0,137.0625,139.46875,133.875,133.96875,92.236511,0,10276300,0,43.40836013,50.98877295,49.55197877,0,-2.982848944,-2.623320778,0,49.58083832,61.98764739,1,-0.801293193
2000/12/11,1,137.375,139.5625,136.71875,138.625,95.442322,0,6405600,0,90.44585987,64.14113526,54.41503093,0,-2.643876046,-2.706933736,0,48.28009828,56.13876999,1,-0.795985007
2000/12/12,0,138.1875,138.8125,137.375,138.03125,95.033501,0,5022900,-1,84.39490446,70.89239166,59.90748451,0,-2.095533417,-2.681527346,0,42.60985353,59.43238731,1,-0.796952215
2000/12/13,0,139.25,139.40625,136.03125,136.140625,93.731834,-1,6070500,0,60.03649635,67.27375989,62.36290963,0,-1.576007778,-2.575549912,0,39.7515528,54.05639913,1,-0.799917331
2000/12/14,0,135.875,136.5,134.03125,134.40625,92.53772,-1,7678400,0,36.04651163,56.86467713,60.53016547,-1,-1.265330019,-2.41312026,0,38.97685749,51.3814433,0,-0.802683794
2000/12/15,0,133.125,133.125,130.5625,130.96875,90.447601,-1,9065300,0,4.513888889,39.41441439,53.49158177,-1,-1.153804444,-2.248923906,0,42.0499343,49.07443876,0,-0.806879709
2000/12/18,1,132.0625,133.46875,131.765625,132.71875,91.656158,0,7235400,0,23.95833333,34.26238737,47.0818503,-1,-1.132151704,-2.05857382,0,27.5862069,45.14212983,0,-0.802579895
2000/12/19,0,132.46875,134.96875,130.015625,130.015625,89.789352,-1,9616600,0,0,22.84159158,39.00176406,-1,-0.839022981,-1.841671986,0,22.22222222,32.38221632,0,-0.80426703
2000/12/20,0,128.625,128.9375,126.09375,126.25,87.188812,-1,9994300,0,1.160092807,15.61442532,31.20598448,-1,-0.672277037,-1.595650263,0,23.69534556,32.2324967,0,-0.807063206
2000/12/21,1,126,128.859375,125.53125,127.125,87.793083,0,14331500,1,11.35857461,14.19580842,25.53592579,0,-0.93909975,-1.36856702,0,27.66990291,32.31794384,0,-0.803539951
2000/12/22,1,129,131.109375,128.84375,130.9375,90.426025,1,10182900,0,38.96396396,22.45186027,24.50790395,0,-1.040219889,-1.190383002,0,33.92729865,38.87530562,0,-0.797638309
2000/12/26,1,130.84375,132.34375,130.28125,132.34375,91.397171,1,4665300,-1,49.0990991,31.33427321,26.78336037,1,-1.008272935,-1.069576282,0,38.64990073,40.04796163,0,-0.795346365
2000/12/27,1,131.75,133.734375,131.25,133.3125,92.066223,1,4854100,-1,70.94017094,44.53623912,32.70098662,1,-0.960300315,-1.001164342,0,39.2,36.96763203,-1,-0.794893985
2000/12/28,1,132.8125,133.875,132.59375,133.71875,92.346741,0,8358700,0,86.75496689,58.60914838,41.33704054,1,-0.807069065,-0.950246458,0,100,37.74453395,-1,-0.796606141
2000/12/29,0,134.0625,134.28125,131.1875,131.1875,90.598694,-1,8774600,0,59.93377483,59.05069053,47.24159054,1,-0.775608963,-0.908224738,0,33.93177738,34.20229406,1,-0.801681784
2001/1/2,0,132,132.15625,127.5625,128.8125,88.958481,-1,8737500,0,34.76821192,50.95653099,48.47990402,1,-1.201846537,-0.915968608,0,30.38277512,32,1,-0.80464455
2001/1/3,1,128.3125,136,127.65625,135,93.231613,1,19431600,1,90.44776119,64.12027439,53.69336081,0,-1.756358713,-1.0178948,0,50.17123288,45.64595789,-1,-0.796082134
2001/1/4,0,134.9375,135.46875,133,133.546875,92.228073,0,9219000,0,76.56716418,68.26923766,58.55198643,0,-1.782010889,-1.141198562,0,60.44776119,48.20203129,-1,-0.798348472
2001/1/5,0,133.46875,133.625,129.1875,129.1875,89.217476,-1,12911400,0,19.25925926,51.93257819,56.34551701,-1,-1.79544912,-1.236348492,0,69.50872919,43.80144674,-1,-0.803587124
2001/1/8,1,129.875,130.1875,127.6875,130.1875,89.908051,0,6625300,-1,31.11111111,44.99208916,52.56104106,-1,-1.880001083,-1.329657513,0,54.23728814,42.30473752,-1,-0.801765364
2001/1/9,0,131.046875,131.5,129.421875,129.84375,89.670677,0,5702400,-1,27.03703704,39.00707179,48.04305131,-1,-1.966451907,-1.436121844,0,60.43165468,45.88235294,-1,-0.80259876
2001/1/10,1,129,132.125,128.8125,132.125,91.246094,1,8746100,0,54.07407407,44.02940588,46.7051695,-1,-1.870847528,-1.537293756,0,42.85714286,49.32680539,1,-0.798248753
2001/1/11,1,131.09375,133.484375,131.09375,132.25,91.332436,1,7245100,0,55.55555556,47.87145577,47.09393159,1,-1.473691204,-1.611362883,0,35.83180987,48.50746269,1,-0.797657184
2001/1/12,0,132.6875,133.71875,131.28125,132,91.159775,0,7244000,0,52.59259259,49.44516805,47.87767708,1,-1.057963546,-1.642735614,0,61.829653,55.39641944,-1,-0.798905023
2001/1/16,1,132,133.1875,131.515625,132.84375,91.74247,0,8542200,0,62.17228464,53.68754025,49.81429813,1,-0.907333722,-1.610011968,0,64.37684004,53.00546448,-1,-0.798435277
2001/1/17,0,134.84375,135.046875,132.640625,133.453125,92.163345,1,7851400,0,74.09638554,60.49048868,53.37302831,1,-0.675852148,-1.489955683,0,62.18009479,57.52409192,-1,-0.798613567
2001/1/18,1,133.4375,135.703125,132.9375,134.78125,93.080513,0,8107000,0,88.49902534,69.82666757,58.85757473,1,-0.474933463,-1.344724858,0,51.75332527,43.09831182,-1,-0.797421385
2001/1/19,0,136.1875,136.1875,133.875,134.015625,92.551788,0,7782500,0,74.44852941,71.36728818,63.02747921,0,-0.359415324,-1.185165547,0,43.56846473,41.05960265,-1,-0.799105261
2001/1/22,1,134.25,135.78125,133.5625,134.90625,93.166855,0,7050900,0,82.62711864,75.120565,67.05850781,0,-0.154691907,-0.993464528,0,34.73282443,47.62381191,1,-0.798647388
2001/1/23,1,134.46875,136.65625,134.15625,135.96875,93.900635,1,8463100,0,91.23505976,80.49206326,71.53635963,0,0.367588213,-0.734126737,0,39.57597173,51.32496513,1,-0.798003714
2001/1/24,1,136.25,137.3125,135.84375,136.375,94.181168,0,6199900,0,84.92462312,81.96958321,75.01410082,0,0.662838324,-0.452606086,0,29.44162437,46.875,1,-0.798275822
2001/1/25,0,136.25,137.25,135.65625,136.03125,93.943787,0,10818300,1,78.75647668,80.8985477,76.97558311,0,0.904920167,-0.188315934,0,38.88149134,45.62737643,1,-0.799155651
2001/1/26,1,135.15625,136.125,134.453125,135.875,93.835869,0,7136800,0,75.20215633,78.99975058,77.6503056,0,1.253936843,0.068561887,1,77.41935484,43.62680683,-1,-0.799935582
2001/1/29,1,135.5,136.899994,135.369995,136.600006,94.336594,1,6705900,0,84.74929231,80.91626449,78.73895856,0,1.484458519,0.33431658,1,79.73953611,41.61039131,-1,-0.799368429
2001/1/30,1,136.300003,137.919998,135.789993,137.800003,95.165306,1,7069100,0,97.59166988,86.47473295,81.31755003,0,1.830471583,0.612796995,1,79.73953611,44.04071897,-1,-0.798148842
2001/1/31,0,137.399994,138.699997,136.600006,137.020004,94.626579,0,9706900,0,67.29938723,80.08295105,80.90601703,0,2.089379074,0.89772061,1,78.70195543,51.78613118,-1,-0.799480846
2001/2/1,1,137.100006,137.949997,136.25,137.929993,95.255058,0,8239100,0,85.01207884,81.72599364,81.17934257,0,2.069359833,1.167584516,1,73.18681187,49.86515713,-1,-0.798708465
2001/2/2,0,137.399994,137.990005,134.75,134.800003,93.093491,-1,8276600,0,14.16788831,59.2066252,73.85510345,-1,2.076798972,1.415527948,0,43.41782802,46.27992268,1,-0.802967184
2001/2/5,1,134.800003,135.940002,134.75,135.789993,93.777168,0,4352900,-1,31.47888611,49.9640455,65.89141746,-1,1.988225796,1.59559879,0,42.61872848,47.54006085,1,-0.801284875
